Reference_Genome	source	accession	mpspades_detection	megahit_detection
RNODE_559_length_3361_cov_13.97064	de novo	mmseqs_30_46690870	detected	detected
RNODE_559_length_3361_cov_13.97064	de novo	mmseqs_25_46690870	detected	detected
RNODE_559_length_3361_cov_13.97064	de novo	mmseqs_20_44549674	detected	detected
RNODE_559_length_3361_cov_13.97064	de novo	mmseqs_5_42874587	detected	detected
RNODE_559_length_3361_cov_13.97064	de novo	mmseqs_5_43291185	detected	detected
RNODE_559_length_3361_cov_13.97064	de novo	mmseqs_5_328384	detected	detected
RNODE_444_length_4937_cov_48.00188	de novo	mmseqs_50_49674244	undetected_genomad	undetected_genomad
RNODE_444_length_4937_cov_48.00188	de novo	mmseqs_40_46355712	undetected_genomad	undetected_genomad
RNODE_444_length_4937_cov_48.00188	de novo	mmseqs_30_33689438	undetected_genomad	undetected_genomad
RNODE_444_length_4937_cov_48.00188	de novo	mmseqs_20_33874220	undetected_genomad	undetected_genomad
RNODE_444_length_4937_cov_48.00188	de novo	mmseqs_20_47556783	undetected_genomad	undetected_genomad
RNODE_444_length_4937_cov_48.00188	de novo	mmseqs_20_48637419	undetected_genomad	undetected_genomad
RNODE_444_length_4937_cov_48.00188	de novo	mmseqs_5_33874220	undetected_genomad	undetected_genomad
RNODE_444_length_4937_cov_48.00188	de novo	mmseqs_30_32918578	undetected_genomad	undetected_genomad
RNODE_444_length_4937_cov_48.00188	de novo	mmseqs_30_326270	undetected_genomad	undetected_genomad
RNODE_444_length_4937_cov_48.00188	de novo	mmseqs_25_43719057	undetected_genomad	undetected_genomad
RNODE_444_length_4937_cov_48.00188	de novo	mmseqs_25_326270	undetected_genomad	undetected_genomad
RNODE_444_length_4937_cov_48.00188	de novo	mmseqs_20_1703799	undetected_genomad	undetected_genomad
RNODE_444_length_4937_cov_48.00188	de novo	mmseqs_20_1316375	undetected_genomad	undetected_genomad
RNODE_444_length_4937_cov_48.00188	de novo	mmseqs_5_1242422	undetected_genomad	undetected_genomad
RNODE_444_length_4937_cov_48.00188	de novo	mmseqs_5_326270	undetected_genomad	undetected_genomad
RNODE_576_length_3043_cov_26.79081	de novo	mmseqs_30_1707613	detected	detected
RNODE_576_length_3043_cov_26.79081	de novo	mmseqs_5_1707613	detected	detected
RNODE_576_length_3043_cov_26.79081	de novo	mmseqs_5_1335316	detected	detected
RNODE_576_length_3043_cov_26.79081	de novo	mmseqs_30_1008795	detected	detected
RNODE_576_length_3043_cov_26.79081	de novo	mmseqs_5_1133075	detected	detected
RNODE_576_length_3043_cov_26.79081	de novo	mmseqs_5_1008795	detected	detected
RNODE_576_length_3043_cov_26.79081	de novo	mmseqs_50_47466587	detected	detected
RNODE_576_length_3043_cov_26.79081	de novo	mmseqs_50_20536420	detected	detected
RNODE_576_length_3043_cov_26.79081	de novo	mmseqs_50_18513504	detected	detected
RNODE_576_length_3043_cov_26.79081	de novo	mmseqs_40_194490	detected	detected
RNODE_576_length_3043_cov_26.79081	de novo	mmseqs_40_46689485	detected	detected
RNODE_576_length_3043_cov_26.79081	de novo	mmseqs_40_35556942	detected	detected
RNODE_576_length_3043_cov_26.79081	de novo	mmseqs_40_36133799	detected	detected
RNODE_576_length_3043_cov_26.79081	de novo	mmseqs_40_43382312	detected	detected
RNODE_576_length_3043_cov_26.79081	de novo	mmseqs_40_41827071	detected	detected
RNODE_576_length_3043_cov_26.79081	de novo	mmseqs_40_34834830	detected	detected
RNODE_576_length_3043_cov_26.79081	de novo	mmseqs_30_33954309	detected	detected
RNODE_576_length_3043_cov_26.79081	de novo	mmseqs_30_48902154	detected	detected
RNODE_576_length_3043_cov_26.79081	de novo	mmseqs_30_34211223	detected	detected
RNODE_576_length_3043_cov_26.79081	de novo	mmseqs_30_1017446	detected	detected
RNODE_576_length_3043_cov_26.79081	de novo	mmseqs_30_36399017	detected	detected
RNODE_576_length_3043_cov_26.79081	de novo	mmseqs_30_27002959	detected	detected
RNODE_576_length_3043_cov_26.79081	de novo	mmseqs_30_47300050	detected	detected
RNODE_576_length_3043_cov_26.79081	de novo	mmseqs_25_1077955	detected	detected
RNODE_576_length_3043_cov_26.79081	de novo	mmseqs_25_43192466	detected	detected
RNODE_576_length_3043_cov_26.79081	de novo	mmseqs_25_37661560	detected	detected
RNODE_576_length_3043_cov_26.79081	de novo	mmseqs_25_37857134	detected	detected
RNODE_576_length_3043_cov_26.79081	de novo	mmseqs_25_29310169	detected	detected
RNODE_576_length_3043_cov_26.79081	de novo	mmseqs_20_47437419	detected	detected
RNODE_576_length_3043_cov_26.79081	de novo	mmseqs_20_43192466	detected	detected
RNODE_576_length_3043_cov_26.79081	de novo	mmseqs_20_36776872	detected	detected
RNODE_576_length_3043_cov_26.79081	de novo	mmseqs_20_6014299	detected	detected
RNODE_576_length_3043_cov_26.79081	de novo	mmseqs_20_35116069	detected	detected
RNODE_576_length_3043_cov_26.79081	de novo	mmseqs_20_38871668	detected	detected
RNODE_576_length_3043_cov_26.79081	de novo	mmseqs_5_18488162	detected	detected
RNODE_576_length_3043_cov_26.79081	de novo	mmseqs_5_39025973	detected	detected
RNODE_576_length_3043_cov_26.79081	de novo	mmseqs_5_37676184	detected	detected
RNODE_576_length_3043_cov_26.79081	de novo	mmseqs_5_44419726	detected	detected
RNODE_576_length_3043_cov_26.79081	de novo	mmseqs_5_45518758	detected	detected
RNODE_576_length_3043_cov_26.79081	de novo	mmseqs_5_48307793	detected	detected
RNODE_54_length_5865_cov_60.48297	de novo	mmseqs_40_1679905	detected	detected
RNODE_54_length_5865_cov_60.48297	de novo	mmseqs_30_47225519	detected	detected
RNODE_54_length_5865_cov_60.48297	de novo	mmseqs_30_1595599	detected	detected
RNODE_54_length_5865_cov_60.48297	de novo	mmseqs_30_945405	detected	detected
RNODE_54_length_5865_cov_60.48297	de novo	mmseqs_30_20482595	detected	detected
RNODE_54_length_5865_cov_60.48297	de novo	mmseqs_30_47225171	detected	detected
RNODE_54_length_5865_cov_60.48297	de novo	mmseqs_25_40358881	detected	detected
RNODE_54_length_5865_cov_60.48297	de novo	mmseqs_25_21771877	detected	detected
RNODE_54_length_5865_cov_60.48297	de novo	mmseqs_20_42907537	detected	detected
RNODE_54_length_5865_cov_60.48297	de novo	mmseqs_20_48951490	detected	detected
RNODE_54_length_5865_cov_60.48297	de novo	mmseqs_20_945405	detected	detected
RNODE_54_length_5865_cov_60.48297	de novo	mmseqs_20_256129	detected	detected
RNODE_54_length_5865_cov_60.48297	de novo	mmseqs_20_37343918	detected	detected
RNODE_54_length_5865_cov_60.48297	de novo	mmseqs_5_33033812	detected	detected
RNODE_54_length_5865_cov_60.48297	de novo	mmseqs_5_111236	detected	detected
RNODE_54_length_5865_cov_60.48297	de novo	mmseqs_30_1160285	detected	detected
RNODE_54_length_5865_cov_60.48297	de novo	mmseqs_5_262853	detected	detected
RNODE_54_length_5865_cov_60.48297	de novo	mmseqs_30_292338	detected	detected
RNODE_54_length_5865_cov_60.48297	de novo	mmseqs_5_725643	detected	detected
RNODE_498_length_2044_cov_7.98216	de novo	mmseqs_20_1691092	undetected_genomad	undetected_genomad
RNODE_322_length_4175_cov_18.22923	de novo	mmseqs_40_417079	detected	detected
RNODE_322_length_4175_cov_18.22923	de novo	mmseqs_40_1405496	detected	detected
RNODE_322_length_4175_cov_18.22923	de novo	mmseqs_40_1527424	detected	detected
RNODE_322_length_4175_cov_18.22923	de novo	mmseqs_30_1294674	detected	detected
RNODE_322_length_4175_cov_18.22923	de novo	mmseqs_30_781141	detected	detected
RNODE_322_length_4175_cov_18.22923	de novo	mmseqs_30_1390213	detected	detected
RNODE_322_length_4175_cov_18.22923	de novo	mmseqs_30_1358278	detected	detected
RNODE_322_length_4175_cov_18.22923	de novo	mmseqs_30_41601684	detected	detected
RNODE_322_length_4175_cov_18.22923	de novo	mmseqs_25_781141	detected	detected
RNODE_322_length_4175_cov_18.22923	de novo	mmseqs_25_49342877	detected	detected
RNODE_322_length_4175_cov_18.22923	de novo	mmseqs_20_431243	detected	detected
RNODE_322_length_4175_cov_18.22923	de novo	mmseqs_20_18886961	detected	detected
RNODE_322_length_4175_cov_18.22923	de novo	mmseqs_20_1285579	detected	detected
RNODE_322_length_4175_cov_18.22923	de novo	mmseqs_20_44501452	detected	detected
RNODE_322_length_4175_cov_18.22923	de novo	mmseqs_20_854268	detected	detected
RNODE_322_length_4175_cov_18.22923	de novo	mmseqs_20_50129853	detected	detected
RNODE_322_length_4175_cov_18.22923	de novo	mmseqs_5_974212	detected	detected
RNODE_322_length_4175_cov_18.22923	de novo	mmseqs_5_37551679	detected	detected
RNODE_322_length_4175_cov_18.22923	de novo	mmseqs_5_1300705	detected	detected
RNODE_322_length_4175_cov_18.22923	de novo	mmseqs_5_1167128	detected	detected
RNODE_322_length_4175_cov_18.22923	de novo	mmseqs_5_1705653	detected	detected
RNODE_439_length_4196_cov_56.49278	de novo	mmseqs_5_1218952	detected	detected
RNODE_439_length_4196_cov_56.49278	de novo	mmseqs_5_1133075	detected	detected
RNODE_396_length_4766_cov_5.16589	de novo	mmseqs_60_1042080	detected	detected
RNODE_396_length_4766_cov_5.16589	de novo	mmseqs_50_1428146	detected	detected
RNODE_396_length_4766_cov_5.16589	de novo	mmseqs_40_48955660	detected	detected
RNODE_396_length_4766_cov_5.16589	de novo	mmseqs_40_318175	detected	detected
RNODE_396_length_4766_cov_5.16589	de novo	mmseqs_40_34107068	detected	detected
RNODE_396_length_4766_cov_5.16589	de novo	mmseqs_40_47340637	detected	detected
RNODE_396_length_4766_cov_5.16589	de novo	mmseqs_30_48955660	detected	detected
RNODE_396_length_4766_cov_5.16589	de novo	mmseqs_30_44052532	detected	detected
RNODE_396_length_4766_cov_5.16589	de novo	mmseqs_30_318175	detected	detected
RNODE_396_length_4766_cov_5.16589	de novo	mmseqs_25_38998507	detected	detected
RNODE_396_length_4766_cov_5.16589	de novo	mmseqs_25_37830928	detected	detected
RNODE_396_length_4766_cov_5.16589	de novo	mmseqs_20_34107068	detected	detected
RNODE_396_length_4766_cov_5.16589	de novo	mmseqs_20_34836173	detected	detected
RNODE_396_length_4766_cov_5.16589	de novo	mmseqs_5_1706182	detected	detected
RNODE_396_length_4766_cov_5.16589	de novo	mmseqs_5_34107068	detected	detected
RNODE_396_length_4766_cov_5.16589	de novo	mmseqs_5_646161	detected	detected
RNODE_396_length_4766_cov_5.16589	de novo	mmseqs_5_36582181	detected	detected
RNODE_396_length_4766_cov_5.16589	de novo	mmseqs_5_39009223	detected	detected
RNODE_396_length_4766_cov_5.16589	de novo	mmseqs_50_18727572	detected	detected
RNODE_396_length_4766_cov_5.16589	de novo	mmseqs_40_21362474	detected	detected
RNODE_396_length_4766_cov_5.16589	de novo	mmseqs_40_25749342	detected	detected
RNODE_396_length_4766_cov_5.16589	de novo	mmseqs_30_18482784	detected	detected
RNODE_396_length_4766_cov_5.16589	de novo	mmseqs_30_17994258	detected	detected
RNODE_396_length_4766_cov_5.16589	de novo	mmseqs_25_381105	detected	detected
RNODE_396_length_4766_cov_5.16589	de novo	mmseqs_20_34505853	detected	detected
RNODE_396_length_4766_cov_5.16589	de novo	mmseqs_5_21362474	detected	detected
RNODE_311_length_2760_cov_6.45983	de novo	mmseqs_40_37419019	undetected_genomad	undetected_genomad
RNODE_311_length_2760_cov_6.45983	de novo	mmseqs_30_40939620	undetected_genomad	undetected_genomad
RNODE_311_length_2760_cov_6.45983	de novo	mmseqs_30_47035569	undetected_genomad	undetected_genomad
RNODE_311_length_2760_cov_6.45983	de novo	mmseqs_25_40296934	undetected_genomad	undetected_genomad
RNODE_311_length_2760_cov_6.45983	de novo	mmseqs_25_27843388	undetected_genomad	undetected_genomad
RNODE_311_length_2760_cov_6.45983	de novo	mmseqs_25_338062	undetected_genomad	undetected_genomad
RNODE_311_length_2760_cov_6.45983	de novo	mmseqs_25_18726888	undetected_genomad	undetected_genomad
RNODE_311_length_2760_cov_6.45983	de novo	mmseqs_20_47177469	undetected_genomad	undetected_genomad
RNODE_311_length_2760_cov_6.45983	de novo	mmseqs_20_35714883	undetected_genomad	undetected_genomad
RNODE_311_length_2760_cov_6.45983	de novo	mmseqs_20_781097	undetected_genomad	undetected_genomad
RNODE_311_length_2760_cov_6.45983	de novo	mmseqs_20_47349583	undetected_genomad	undetected_genomad
RNODE_311_length_2760_cov_6.45983	de novo	mmseqs_5_34999586	undetected_genomad	undetected_genomad
RNODE_311_length_2760_cov_6.45983	de novo	mmseqs_5_32461084	undetected_genomad	undetected_genomad
RNODE_311_length_2760_cov_6.45983	de novo	mmseqs_5_35714883	undetected_genomad	undetected_genomad
RNODE_311_length_2760_cov_6.45983	de novo	mmseqs_5_34387242	undetected_genomad	undetected_genomad
RNODE_200_length_4574_cov_2.94178	de novo	mmseqs_5_47688	detected	detected
RNODE_200_length_4574_cov_2.94178	de novo	mmseqs_40_45764153	detected	detected
RNODE_200_length_4574_cov_2.94178	de novo	mmseqs_30_48955226	detected	detected
RNODE_200_length_4574_cov_2.94178	de novo	mmseqs_30_312871	detected	detected
RNODE_200_length_4574_cov_2.94178	de novo	mmseqs_30_18598222	detected	detected
RNODE_200_length_4574_cov_2.94178	de novo	mmseqs_30_45764153	detected	detected
RNODE_200_length_4574_cov_2.94178	de novo	mmseqs_30_41447590	detected	detected
RNODE_200_length_4574_cov_2.94178	de novo	mmseqs_20_312871	detected	detected
RNODE_200_length_4574_cov_2.94178	de novo	mmseqs_5_47098112	detected	detected
RNODE_200_length_4574_cov_2.94178	de novo	mmseqs_50_28637912	detected	detected
RNODE_200_length_4574_cov_2.94178	de novo	mmseqs_50_836771	detected	detected
RNODE_200_length_4574_cov_2.94178	de novo	mmseqs_50_1204418	detected	detected
RNODE_200_length_4574_cov_2.94178	de novo	mmseqs_40_341886	detected	detected
RNODE_200_length_4574_cov_2.94178	de novo	mmseqs_40_46815098	detected	detected
RNODE_200_length_4574_cov_2.94178	de novo	mmseqs_40_104951	detected	detected
RNODE_200_length_4574_cov_2.94178	de novo	mmseqs_40_18928355	detected	detected
RNODE_200_length_4574_cov_2.94178	de novo	mmseqs_40_1398425	detected	detected
RNODE_200_length_4574_cov_2.94178	de novo	mmseqs_30_4372166	detected	detected
RNODE_200_length_4574_cov_2.94178	de novo	mmseqs_30_50355577	detected	detected
RNODE_200_length_4574_cov_2.94178	de novo	mmseqs_30_48173261	detected	detected
RNODE_200_length_4574_cov_2.94178	de novo	mmseqs_30_37418698	detected	detected
RNODE_200_length_4574_cov_2.94178	de novo	mmseqs_30_28704661	detected	detected
RNODE_200_length_4574_cov_2.94178	de novo	mmseqs_25_45208646	detected	detected
RNODE_200_length_4574_cov_2.94178	de novo	mmseqs_25_1110663	detected	detected
RNODE_200_length_4574_cov_2.94178	de novo	mmseqs_25_46375549	detected	detected
RNODE_200_length_4574_cov_2.94178	de novo	mmseqs_25_42874587	detected	detected
RNODE_200_length_4574_cov_2.94178	de novo	mmseqs_25_49558554	detected	detected
RNODE_200_length_4574_cov_2.94178	de novo	mmseqs_25_47458560	detected	detected
RNODE_200_length_4574_cov_2.94178	de novo	mmseqs_25_318179	detected	detected
RNODE_200_length_4574_cov_2.94178	de novo	mmseqs_20_36633065	detected	detected
RNODE_200_length_4574_cov_2.94178	de novo	mmseqs_20_36547932	detected	detected
RNODE_200_length_4574_cov_2.94178	de novo	mmseqs_20_707419	detected	detected
RNODE_200_length_4574_cov_2.94178	de novo	mmseqs_20_44549674	detected	detected
RNODE_200_length_4574_cov_2.94178	de novo	mmseqs_20_40818796	detected	detected
RNODE_200_length_4574_cov_2.94178	de novo	mmseqs_20_50305625	detected	detected
RNODE_200_length_4574_cov_2.94178	de novo	mmseqs_20_42874587	detected	detected
RNODE_200_length_4574_cov_2.94178	de novo	mmseqs_20_49557619	detected	detected
RNODE_200_length_4574_cov_2.94178	de novo	mmseqs_20_1152556	detected	detected
RNODE_200_length_4574_cov_2.94178	de novo	mmseqs_20_47428383	detected	detected
RNODE_200_length_4574_cov_2.94178	de novo	mmseqs_5_34359294	detected	detected
RNODE_200_length_4574_cov_2.94178	de novo	mmseqs_5_33352774	detected	detected
RNODE_200_length_4574_cov_2.94178	de novo	mmseqs_5_44614487	detected	detected
RNODE_200_length_4574_cov_2.94178	de novo	mmseqs_5_44809561	detected	detected
RNODE_200_length_4574_cov_2.94178	de novo	mmseqs_5_42874587	detected	detected
RNODE_200_length_4574_cov_2.94178	de novo	mmseqs_5_40111560	detected	detected
RNODE_200_length_4574_cov_2.94178	de novo	mmseqs_5_2065504	detected	detected
RNODE_562_length_2033_cov_5.34232	de novo	mmseqs_30_1707613	undetected_genomad	undetected_genomad
RNODE_562_length_2033_cov_5.34232	de novo	mmseqs_5_1707613	undetected_genomad	undetected_genomad
RNODE_62_length_3589_cov_56.75862	de novo	mmseqs_30_35004674	detected	detected
RNODE_512_length_1592_cov_43.29688	de novo	mmseqs_5_1687283	undetected_genomad	undetected_genomad
RNODE_251_length_2763_cov_28.99562	de novo	mmseqs_40_37419019	undetected_genomad	undetected_genomad
RNODE_251_length_2763_cov_28.99562	de novo	mmseqs_30_40939620	undetected_genomad	undetected_genomad
RNODE_251_length_2763_cov_28.99562	de novo	mmseqs_30_47035569	undetected_genomad	undetected_genomad
RNODE_251_length_2763_cov_28.99562	de novo	mmseqs_25_40296934	undetected_genomad	undetected_genomad
RNODE_251_length_2763_cov_28.99562	de novo	mmseqs_25_27843388	undetected_genomad	undetected_genomad
RNODE_251_length_2763_cov_28.99562	de novo	mmseqs_25_38003951	undetected_genomad	undetected_genomad
RNODE_251_length_2763_cov_28.99562	de novo	mmseqs_25_338062	undetected_genomad	undetected_genomad
RNODE_251_length_2763_cov_28.99562	de novo	mmseqs_20_47177469	undetected_genomad	undetected_genomad
RNODE_251_length_2763_cov_28.99562	de novo	mmseqs_20_35714883	undetected_genomad	undetected_genomad
RNODE_251_length_2763_cov_28.99562	de novo	mmseqs_20_781097	undetected_genomad	undetected_genomad
RNODE_251_length_2763_cov_28.99562	de novo	mmseqs_20_47349583	undetected_genomad	undetected_genomad
RNODE_251_length_2763_cov_28.99562	de novo	mmseqs_5_34999586	undetected_genomad	undetected_genomad
RNODE_251_length_2763_cov_28.99562	de novo	mmseqs_5_32461084	undetected_genomad	undetected_genomad
RNODE_251_length_2763_cov_28.99562	de novo	mmseqs_5_35714883	undetected_genomad	undetected_genomad
RNODE_251_length_2763_cov_28.99562	de novo	mmseqs_5_34387242	undetected_genomad	undetected_genomad
RNODE_342_length_1543_cov_10.88823	de novo	mmseqs_5_260690	undetected_genomad_plasx	undetected_genomad_plasx
RNODE_156_length_3948_cov_63.43887	de novo	mmseqs_30_1218950	detected	detected
RNODE_156_length_3948_cov_63.43887	de novo	mmseqs_30_1218949	detected	detected
RNODE_156_length_3948_cov_63.43887	de novo	mmseqs_20_1218949	detected	detected
RNODE_156_length_3948_cov_63.43887	de novo	mmseqs_20_836897	detected	detected
RNODE_496_length_8599_cov_9.53327	de novo	mmseqs_20_38979818	detected	detected
RNODE_496_length_8599_cov_9.53327	de novo	mmseqs_50_24445728	detected	detected
RNODE_496_length_8599_cov_9.53327	de novo	mmseqs_40_37419019	detected	detected
RNODE_496_length_8599_cov_9.53327	de novo	mmseqs_30_40939620	detected	detected
RNODE_496_length_8599_cov_9.53327	de novo	mmseqs_30_25696736	detected	detected
RNODE_496_length_8599_cov_9.53327	de novo	mmseqs_30_385826	detected	detected
RNODE_496_length_8599_cov_9.53327	de novo	mmseqs_30_47035569	detected	detected
RNODE_496_length_8599_cov_9.53327	de novo	mmseqs_30_1738842	detected	detected
RNODE_496_length_8599_cov_9.53327	de novo	mmseqs_30_389445	detected	detected
RNODE_496_length_8599_cov_9.53327	de novo	mmseqs_30_48793994	detected	detected
RNODE_496_length_8599_cov_9.53327	de novo	mmseqs_30_38836925	detected	detected
RNODE_496_length_8599_cov_9.53327	de novo	mmseqs_30_1076301	detected	detected
RNODE_496_length_8599_cov_9.53327	de novo	mmseqs_30_43041090	detected	detected
RNODE_496_length_8599_cov_9.53327	de novo	mmseqs_30_40895589	detected	detected
RNODE_496_length_8599_cov_9.53327	de novo	mmseqs_30_781141	detected	detected
RNODE_496_length_8599_cov_9.53327	de novo	mmseqs_30_44206977	detected	detected
RNODE_496_length_8599_cov_9.53327	de novo	mmseqs_30_37721310	detected	detected
RNODE_496_length_8599_cov_9.53327	de novo	mmseqs_25_40296934	detected	detected
RNODE_496_length_8599_cov_9.53327	de novo	mmseqs_25_48912782	detected	detected
RNODE_496_length_8599_cov_9.53327	de novo	mmseqs_25_27843388	detected	detected
RNODE_496_length_8599_cov_9.53327	de novo	mmseqs_25_237627	detected	detected
RNODE_496_length_8599_cov_9.53327	de novo	mmseqs_25_338062	detected	detected
RNODE_496_length_8599_cov_9.53327	de novo	mmseqs_25_47101345	detected	detected
RNODE_496_length_8599_cov_9.53327	de novo	mmseqs_25_18726888	detected	detected
RNODE_496_length_8599_cov_9.53327	de novo	mmseqs_25_22810312	detected	detected
RNODE_496_length_8599_cov_9.53327	de novo	mmseqs_25_1977366	detected	detected
RNODE_496_length_8599_cov_9.53327	de novo	mmseqs_25_37829105	detected	detected
RNODE_496_length_8599_cov_9.53327	de novo	mmseqs_25_781141	detected	detected
RNODE_496_length_8599_cov_9.53327	de novo	mmseqs_25_33728071	detected	detected
RNODE_496_length_8599_cov_9.53327	de novo	mmseqs_25_49342877	detected	detected
RNODE_496_length_8599_cov_9.53327	de novo	mmseqs_20_47177469	detected	detected
RNODE_496_length_8599_cov_9.53327	de novo	mmseqs_20_1883715	detected	detected
RNODE_496_length_8599_cov_9.53327	de novo	mmseqs_20_35714883	detected	detected
RNODE_496_length_8599_cov_9.53327	de novo	mmseqs_20_18726888	detected	detected
RNODE_496_length_8599_cov_9.53327	de novo	mmseqs_20_781097	detected	detected
RNODE_496_length_8599_cov_9.53327	de novo	mmseqs_20_49168725	detected	detected
RNODE_496_length_8599_cov_9.53327	de novo	mmseqs_20_47349583	detected	detected
RNODE_496_length_8599_cov_9.53327	de novo	mmseqs_20_38505739	detected	detected
RNODE_496_length_8599_cov_9.53327	de novo	mmseqs_20_43746233	detected	detected
RNODE_496_length_8599_cov_9.53327	de novo	mmseqs_20_1738654	detected	detected
RNODE_496_length_8599_cov_9.53327	de novo	mmseqs_20_47917079	detected	detected
RNODE_496_length_8599_cov_9.53327	de novo	mmseqs_20_18886961	detected	detected
RNODE_496_length_8599_cov_9.53327	de novo	mmseqs_20_39891474	detected	detected
RNODE_496_length_8599_cov_9.53327	de novo	mmseqs_20_43380401	detected	detected
RNODE_496_length_8599_cov_9.53327	de novo	mmseqs_20_45754083	detected	detected
RNODE_496_length_8599_cov_9.53327	de novo	mmseqs_20_43618157	detected	detected
RNODE_496_length_8599_cov_9.53327	de novo	mmseqs_5_34999586	detected	detected
RNODE_496_length_8599_cov_9.53327	de novo	mmseqs_5_35714883	detected	detected
RNODE_496_length_8599_cov_9.53327	de novo	mmseqs_5_32461084	detected	detected
RNODE_496_length_8599_cov_9.53327	de novo	mmseqs_5_547643	detected	detected
RNODE_496_length_8599_cov_9.53327	de novo	mmseqs_5_1567042	detected	detected
RNODE_496_length_8599_cov_9.53327	de novo	mmseqs_5_1280907	detected	detected
RNODE_496_length_8599_cov_9.53327	de novo	mmseqs_5_1014468	detected	detected
RNODE_496_length_8599_cov_9.53327	de novo	mmseqs_5_1380560	detected	detected
RNODE_496_length_8599_cov_9.53327	de novo	mmseqs_5_1376563	detected	detected
RNODE_496_length_8599_cov_9.53327	de novo	mmseqs_5_37551679	detected	detected
RNODE_496_length_8599_cov_9.53327	de novo	mmseqs_5_4705757	detected	detected
RNODE_496_length_8599_cov_9.53327	de novo	mmseqs_5_974212	detected	detected
RNODE_496_length_8599_cov_9.53327	de novo	mmseqs_5_47611278	detected	detected
RNODE_496_length_8599_cov_9.53327	de novo	mmseqs_5_43618157	detected	detected
RNODE_496_length_8599_cov_9.53327	de novo	mmseqs_20_1336914	detected	detected
RNODE_496_length_8599_cov_9.53327	de novo	mmseqs_20_33216195	detected	detected
RNODE_496_length_8599_cov_9.53327	de novo	mmseqs_5_1300208	detected	detected
RNODE_149_length_1949_cov_4.19357	de novo	mmseqs_40_883412	detected	detected
RNODE_149_length_1949_cov_4.19357	de novo	mmseqs_40_17929	detected	detected
RNODE_149_length_1949_cov_4.19357	de novo	mmseqs_40_410070	detected	detected
RNODE_149_length_1949_cov_4.19357	de novo	mmseqs_30_410070	detected	detected
RNODE_149_length_1949_cov_4.19357	de novo	mmseqs_25_410070	detected	detected
RNODE_149_length_1949_cov_4.19357	de novo	mmseqs_20_318594	detected	detected
RNODE_149_length_1949_cov_4.19357	de novo	mmseqs_5_454732	detected	detected
RNODE_93_length_1501_cov_3.34415	de novo	mmseqs_5_260690	undetected_genomad_plasx	undetected_genomad_plasx
RNODE_320_length_4859_cov_4.38495	de novo	mmseqs_40_417079	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	de novo	mmseqs_40_1405496	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	de novo	mmseqs_40_48400166	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	de novo	mmseqs_40_1527424	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	de novo	mmseqs_40_33063216	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	de novo	mmseqs_30_1294674	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	de novo	mmseqs_30_1548604	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	de novo	mmseqs_30_781141	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	de novo	mmseqs_30_1358278	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	de novo	mmseqs_30_1390213	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	de novo	mmseqs_30_33078982	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	de novo	mmseqs_30_613045	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	de novo	mmseqs_30_45592606	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	de novo	mmseqs_30_41601684	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	de novo	mmseqs_30_40939620	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	de novo	mmseqs_25_781141	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	de novo	mmseqs_25_49342877	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	de novo	mmseqs_25_1114306	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	de novo	mmseqs_25_1736685	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	de novo	mmseqs_25_37981240	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	de novo	mmseqs_25_854268	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	de novo	mmseqs_25_775782	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	de novo	mmseqs_25_50356288	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	de novo	mmseqs_25_40296934	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	de novo	mmseqs_25_49648710	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	de novo	mmseqs_25_115148	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	de novo	mmseqs_20_431243	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	de novo	mmseqs_20_929995	undetected_genomad	undetected_genomad
