reference_genomes	contigs	ID	mpspades_detection	num_gene_calls_reference	plasx_score	genomad_score	genomad_identified	plasx_identified	CAMI_Sample	name	contig_length	GC_contig	num_gene_calls_contig
RNODE_435_length_5602_cov_25.16136	NODE_16_length_5531_cov_15.504811_cutoff_0_type_circular	plasmid	detected	7	0.9992991295907784	0.9992	True	True	5	NODE_16_length_5531_cov_15.504811_cutoff_0_type_circular	5531	0.64	6
RNODE_440_length_3551_cov_9.74435	NODE_33_length_3634_cov_3.020245_cutoff_0_type_circular	plasmid	detected	4	0.4976472539611682	0.9987	True	False	5	NODE_33_length_3634_cov_3.020245_cutoff_0_type_circular	3634	0.61	4
RNODE_442_length_4465_cov_7.11694	NODE_23_length_4504_cov_4.173863_cutoff_0_type_circular	plasmid	detected	5	0.8866808713408659	0.9991	True	False	5	NODE_23_length_4504_cov_4.173863_cutoff_0_type_circular	4504	0.37	6
RNODE_468_length_1541_cov_8.66960	NODE_100_length_1624_cov_100.294589_cutoff_0_type_circular	plasmid	undetected_genomad	2	0.9041726042425564	0.08	False	True	5	NODE_100_length_1624_cov_100.294589_cutoff_0_type_circular	1624	0.56	3
RNODE_479_length_5023_cov_17.63107	NODE_19_length_5106_cov_10.369351_cutoff_0_type_circular	plasmid	detected	7	0.9843796816490272	0.999	True	True	5	NODE_19_length_5106_cov_10.369351_cutoff_0_type_circular	5106	0.67	8
RNODE_487_length_5196_cov_22.71473	NODE_17_length_5279_cov_15.442935_cutoff_0_type_circular	plasmid	detected	7	0.6182198503922767	0.9989	True	False	5	NODE_17_length_5279_cov_15.442935_cutoff_0_type_circular	5279	0.34	7
RNODE_491_length_3124_cov_17.57383	NODE_45_length_3207_cov_21.935390_cutoff_0_type_circular	plasmid	undetected_genomad	4	0.9942875444345812	0.9822	False	True	5	NODE_45_length_3207_cov_21.935390_cutoff_0_type_circular	3207	0.61	5
RNODE_497_length_1925_cov_6.51336	NODE_71_length_2008_cov_4.911217_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	3	0.7871037538323191	0.0486	False	False	5	NODE_71_length_2008_cov_4.911217_cutoff_0_type_circular	2008	0.35	4
RNODE_50_length_1796_cov_6.24352	NODE_81_length_1901_cov_55.518602_cutoff_0_type_circular	plasmid	detected	2	0.4976472539611682	0.9927	True	False	5	NODE_81_length_1901_cov_55.518602_cutoff_0_type_circular	1901	0.36	2
RNODE_534_length_10183_cov_8.47628	NODE_6_length_10266_cov_1.862511_cutoff_0_type_circular	plasmid	undetected_genomad	12	0.9999892596870756	0.9728	False	True	5	NODE_6_length_10266_cov_1.862511_cutoff_0_type_circular	10266	0.6	12
RNODE_537_length_3389_cov_22.49108	NODE_42_length_3428_cov_3.034838_cutoff_0_type_circular	plasmid	detected	4	0.9945987735244096	0.9991	True	True	5	NODE_42_length_3428_cov_3.034838_cutoff_0_type_circular	3428	0.6	4
RNODE_559_length_3361_cov_13.97064	NODE_41_length_3444_cov_16.080193_cutoff_0_type_circular	plasmid	detected	6	0.823571153167866	0.9991	True	False	5	NODE_41_length_3444_cov_16.080193_cutoff_0_type_circular	3444	0.58	5
RNODE_562_length_2033_cov_5.34232	NODE_65_length_2116_cov_30.241830_cutoff_0_type_circular	plasmid	undetected_genomad	2	0.9349095915123088	0.9551	False	True	5	NODE_65_length_2116_cov_30.241830_cutoff_0_type_circular	2116	0.55	2
RNODE_563_length_5038_cov_7.26694	NODE_18_length_5121_cov_7.088907_cutoff_0_type_circular	plasmid	detected	8	0.9949491894087962	0.9991	True	True	5	NODE_18_length_5121_cov_7.088907_cutoff_0_type_circular	5121	0.59	8
RNODE_565_length_1563_cov_11.71995	NODE_96_length_1646_cov_15.506254_cutoff_0_type_circular	plasmid	undetected_genomad	3	0.9101394661342972	0.9479	False	True	5	NODE_96_length_1646_cov_15.506254_cutoff_0_type_circular	1646	0.63	3
RNODE_56_length_2028_cov_4.74177	NODE_62_length_2133_cov_7.774177_cutoff_0_type_circular	plasmid	undetected_genomad	3	0.9041726042425564	0.9884	False	True	5	NODE_62_length_2133_cov_7.774177_cutoff_0_type_circular	2133	0.46	2
RNODE_584_length_2761_cov_46.10439	NODE_49_length_2844_cov_7.065881_cutoff_0_type_circular	plasmid	detected	4	0.5413745080265723	0.999	True	False	5	NODE_49_length_2844_cov_7.065881_cutoff_0_type_circular	2844	0.56	4
RNODE_65_length_5443_cov_3.51540	NODE_15_length_5548_cov_10.103302_cutoff_0_type_circular	plasmid	detected	7	0.700937771785042	0.9988	True	False	5	NODE_15_length_5548_cov_10.103302_cutoff_0_type_circular	5548	0.56	7
RNODE_74_length_1811_cov_7.67971	NODE_78_length_1916_cov_90.524874_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	3	0.6869120984505906	0.9974	False	False	5	NODE_78_length_1916_cov_90.524874_cutoff_0_type_circular	1916	0.58	3
RNODE_93_length_1501_cov_3.34415	NODE_102_length_1606_cov_10.513185_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	3	0.6869120984505906	0.9368	False	False	5	NODE_102_length_1606_cov_10.513185_cutoff_0_type_circular	1606	0.56	3
RNODE_94_length_3002_cov_6.48725	NODE_47_length_3107_cov_1.681544_cutoff_0_type_circular	plasmid	detected	3	0.9007334378156492	0.9991	True	True	5	NODE_47_length_3107_cov_1.681544_cutoff_0_type_circular	3107	0.33	3
RNODE_98_length_2627_cov_21.08829	NODE_51_length_2732_cov_10.627639_cutoff_0_type_circular	plasmid	detected	4	0.981640984852988	0.999	True	True	5	NODE_51_length_2732_cov_10.627639_cutoff_0_type_circular	2732	0.59	3
RNODE_107_length_1496_cov_161.33989	NODE_110_length_1601_cov_17.498643_cutoff_0_type_circular	plasmid	detected	1	0.560614795106469	0.891	True	False	6	NODE_110_length_1601_cov_17.498643_cutoff_0_type_circular	1601	0.64	2
RNODE_109_length_1521_cov_3.43229	NODE_106_length_1626_cov_4.736491_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	2	0.4976472539611682	0.5742	False	False	6	NODE_106_length_1626_cov_4.736491_cutoff_0_type_circular	1626	0.58	3
RNODE_110_length_1672_cov_10.73939	NODE_92_length_1777_cov_15.679394_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	2		0.9413	False	False	6	NODE_92_length_1777_cov_15.679394_cutoff_0_type_circular	1777	0.52	3
RNODE_125_length_3363_cov_4.82640	NODE_44_length_3468_cov_196.812032_cutoff_0_type_circular	plasmid	detected	4	0.9895789190605686	0.999	True	True	6	NODE_44_length_3468_cov_196.812032_cutoff_0_type_circular	3468	0.36	3
RNODE_133_length_1956_cov_5.95398	NODE_74_length_2061_cov_5.578594_cutoff_0_type_circular	plasmid	detected	3	0.9991348843154688	0.9988	True	True	6	NODE_74_length_2061_cov_5.578594_cutoff_0_type_circular	2061	0.51	3
RNODE_146_length_5606_cov_4.42067	NODE_18_length_5711_cov_321.954692_cutoff_0_type_circular	plasmid	detected	11	0.9802119910227556	0.9991	True	True	6	NODE_18_length_5711_cov_321.954692_cutoff_0_type_circular	5711	0.59	11
RNODE_149_length_1949_cov_4.19357	NODE_75_length_2054_cov_18.912818_cutoff_0_type_circular	plasmid	detected	1	0.9992222608953673	0.9991	True	True	6	NODE_75_length_2054_cov_18.912818_cutoff_0_type_circular	2054	0.51	2
RNODE_156_length_3948_cov_63.43887	NODE_32_length_4053_cov_3.649261_cutoff_0_type_circular	plasmid	detected	4	0.9930100417164884	0.9991	True	True	6	NODE_32_length_4053_cov_3.649261_cutoff_0_type_circular	4053	0.62	5
RNODE_171_length_3474_cov_9.39716	NODE_40_length_3579_cov_10.163673_cutoff_0_type_circular	plasmid	detected	5	0.5434047076219696	0.9991	True	False	6	NODE_40_length_3579_cov_10.163673_cutoff_0_type_circular	3579	0.46	5
RNODE_193_length_1789_cov_7.19864	NODE_88_length_1894_cov_4.773628_cutoff_0_type_circular	plasmid	detected	3	0.951525367047662	0.9991	True	True	6	NODE_88_length_1894_cov_4.773628_cutoff_0_type_circular	1894	0.5	2
RNODE_225_length_25884_cov_6.69550	NODE_2_length_25989_cov_5.407238_cutoff_0_type_circular	plasmid	detected	38	0.9999997219005212	0.9991	True	True	6	NODE_2_length_25989_cov_5.407238_cutoff_0_type_circular	25989	0.62	38
RNODE_227_length_4381_cov_5.48337	NODE_26_length_4486_cov_46.676531_cutoff_0_type_circular	plasmid	detected	5	0.9990477569499742	0.9991	True	True	6	NODE_26_length_4486_cov_46.676531_cutoff_0_type_circular	4486	0.36	6
RNODE_228_length_3093_cov_6.42006	NODE_48_length_3198_cov_111.166070_cutoff_0_type_circular	plasmid	detected	6	0.8191451757797349	0.9936	True	False	6	NODE_48_length_3198_cov_111.166070_cutoff_0_type_circular	3198	0.39	6
RNODE_234_length_1595_cov_9.13223	NODE_97_length_1700_cov_226.897012_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	3	0.6592294224656505	0.958	False	False	6	NODE_97_length_1700_cov_226.897012_cutoff_0_type_circular	1700	0.58	3
RNODE_254_length_2341_cov_33.31005	NODE_57_length_2446_cov_37.460112_cutoff_0_type_circular	plasmid	detected	4	0.3773736234096939	0.998	True	False	6	NODE_57_length_2446_cov_37.460112_cutoff_0_type_circular	2446	0.34	5
RNODE_277_length_1592_cov_15.82548	NODE_98_length_1697_cov_7.370701_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	2	0.8214001995581407	0.9972	False	False	6	NODE_98_length_1697_cov_7.370701_cutoff_0_type_circular	1697	0.59	3
RNODE_279_length_3658_cov_27.56711	NODE_35_length_3763_cov_14.971122_cutoff_0_type_circular	plasmid	detected	5	0.9804736926746852	0.9991	True	True	6	NODE_35_length_3763_cov_14.971122_cutoff_0_type_circular	3763	0.47	5
RNODE_308_length_1875_cov_5.96654	NODE_80_length_1980_cov_1.590394_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	4	0.6869120984505906	0.8057	False	False	6	NODE_80_length_1980_cov_1.590394_cutoff_0_type_circular	1980	0.53	4
RNODE_309_length_1659_cov_3.16188	NODE_94_length_1764_cov_3.552230_cutoff_0_type_circular	plasmid	detected	2	0.9680507460224076	0.999	True	True	6	NODE_94_length_1764_cov_3.552230_cutoff_0_type_circular	1764	0.41	2
RNODE_31_length_1357_cov_12.09363	NODE_118_length_1462_cov_3.211985_cutoff_0_type_circular	plasmid	undetected_genomad	1	0.7871037538323191	0.9989	False	False	6	NODE_118_length_1462_cov_3.211985_cutoff_0_type_circular	1462	0.53	3
RNODE_322_length_4175_cov_18.22923	NODE_30_length_4280_cov_5.271129_cutoff_0_type_circular	plasmid	detected	5	0.9954907272066976	0.9917	True	True	6	NODE_30_length_4280_cov_5.271129_cutoff_0_type_circular	4280	0.59	6
RNODE_324_length_1537_cov_10.20528	NODE_103_length_1642_cov_2.634983_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	3	0.4976472539611682	0.9222	False	False	6	NODE_103_length_1642_cov_2.634983_cutoff_0_type_circular	1642	0.59	3
RNODE_32_length_11742_cov_6.79514	NODE_6_length_11847_cov_7.600000_cutoff_0_type_circular	plasmid	detected	13	0.9999934455467424	0.9987	True	True	6	NODE_6_length_11847_cov_7.600000_cutoff_0_type_circular	11847	0.68	13
RNODE_336_length_3563_cov_7.20249	NODE_39_length_3668_cov_5.753459_cutoff_0_type_circular	plasmid	undetected_genomad	3	0.835239822907378	0.9851	False	False	6	NODE_39_length_3668_cov_5.753459_cutoff_0_type_circular	3668	0.4	3
RNODE_342_length_1543_cov_10.88823	NODE_101_length_1648_cov_4.945431_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	2	0.6869120984505906	0.8876	False	False	6	NODE_101_length_1648_cov_4.945431_cutoff_0_type_circular	1648	0.58	3
RNODE_355_length_1663_cov_6.12066	NODE_93_length_1768_cov_15.221207_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	1	0.6749653342311849	0.999	False	False	6	NODE_93_length_1768_cov_15.221207_cutoff_0_type_circular	1768	0.38	1
RNODE_360_length_7414_cov_9.06737	NODE_12_length_7519_cov_10.132305_cutoff_0_type_circular	plasmid	detected	6	0.9999081104821808	0.999	True	True	6	NODE_12_length_7519_cov_10.132305_cutoff_0_type_circular	7519	0.6	7
RNODE_361_length_3164_cov_8.88447	NODE_46_length_3269_cov_7.570337_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	5		0.8925	False	False	6	NODE_46_length_3269_cov_7.570337_cutoff_0_type_circular	3269	0.52	6
RNODE_362_length_3387_cov_8.21902	NODE_43_length_3492_cov_5.063001_cutoff_0_type_circular	plasmid	detected	5	0.9197693054581046	0.9989	True	True	6	NODE_43_length_3492_cov_5.063001_cutoff_0_type_circular	3492	0.35	5
RNODE_372_length_2448_cov_3.45466	NODE_55_length_2553_cov_32.164056_cutoff_0_type_circular	plasmid	detected	3	0.774884093373189	0.9991	True	False	6	NODE_55_length_2553_cov_32.164056_cutoff_0_type_circular	2553	0.33	2
RNODE_374_length_1862_cov_9.75489	NODE_81_length_1967_cov_31.955978_cutoff_0_type_circular	plasmid	undetected_genomad	3	0.9518120319234968	0.999	False	True	6	NODE_81_length_1967_cov_31.955978_cutoff_0_type_circular	1967	0.55	3
RNODE_383_length_2253_cov_7.64097	NODE_60_length_2358_cov_47.407889_cutoff_0_type_circular	plasmid	detected	2	0.9818380104058212	0.9991	True	True	6	NODE_60_length_2358_cov_47.407889_cutoff_0_type_circular	2358	0.35	1
RNODE_411_length_4317_cov_4.49267	NODE_27_length_4422_cov_23.577183_cutoff_0_type_circular	plasmid	detected	8	0.9182721497602784	0.9991	True	True	6	NODE_27_length_4422_cov_23.577183_cutoff_0_type_circular	4422	0.64	8
RNODE_420_length_1334_cov_5.52134	NODE_120_length_1439_cov_11.594512_cutoff_0_type_circular	plasmid	detected	3	0.5988352049176365	0.9979	True	False	6	NODE_120_length_1439_cov_11.594512_cutoff_0_type_circular	1439	0.48	3
RNODE_423_length_1943_cov_28.57781	NODE_79_length_1982_cov_7.239892_cutoff_0_type_circular	plasmid	detected	2	0.9007334378156492	0.9991	True	True	6	NODE_79_length_1982_cov_7.239892_cutoff_0_type_circular	1982	0.3	2
RNODE_428_length_4686_cov_43.92415	NODE_24_length_4769_cov_8.386040_cutoff_0_type_circular	plasmid	detected	5	0.959155947671622	0.999	True	True	6	NODE_24_length_4769_cov_8.386040_cutoff_0_type_circular	4769	0.6	6
RNODE_429_length_2129_cov_51.99106	NODE_68_length_2124_cov_17.518778_cutoff_0_type_circular	plasmid	detected	2	0.9818380104058212	0.9991	True	True	6	NODE_68_length_2124_cov_17.518778_cutoff_0_type_circular	2124	0.4	3
RNODE_435_length_5602_cov_25.16136	NODE_3_length_5531_cov_20.240192_cutoff_5_type_circular	plasmid	detected	7	0.9992991295907784	0.9992	True	True	6	NODE_3_length_5531_cov_20.240192_cutoff_5_type_circular	5531	0.64	6
RNODE_442_length_4465_cov_7.11694	NODE_25_length_4504_cov_3.776102_cutoff_0_type_circular	plasmid	detected	5	0.8866808713408659	0.9991	True	False	6	NODE_25_length_4504_cov_3.776102_cutoff_0_type_circular	4504	0.37	6
RNODE_468_length_1541_cov_8.66960	NODE_107_length_1624_cov_133.017368_cutoff_0_type_circular	plasmid	undetected_genomad	2	0.4976472539611682	0.073	False	False	6	NODE_107_length_1624_cov_133.017368_cutoff_0_type_circular	1624	0.57	2
RNODE_474_length_1569_cov_5.24895	NODE_100_length_1652_cov_3.803279_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	3	0.6869120984505906	0.8656	False	False	6	NODE_100_length_1652_cov_3.803279_cutoff_0_type_circular	1652	0.5	2
RNODE_479_length_5023_cov_17.63107	NODE_23_length_5106_cov_23.285198_cutoff_0_type_circular	plasmid	detected	7	0.9665004302717016	0.9991	True	True	6	NODE_23_length_5106_cov_23.285198_cutoff_0_type_circular	5106	0.67	8
RNODE_481_length_3960_cov_68.08874	NODE_34_length_3999_cov_2.352531_cutoff_0_type_circular	plasmid	detected	4	0.9874884466716788	0.999	True	True	6	NODE_34_length_3999_cov_2.352531_cutoff_0_type_circular	3999	0.47	4
RNODE_487_length_5196_cov_22.71473	NODE_21_length_5279_cov_9.861025_cutoff_0_type_circular	plasmid	detected	7	0.6182198503922767	0.9989	True	False	6	NODE_21_length_5279_cov_9.861025_cutoff_0_type_circular	5279	0.34	7
RNODE_491_length_3124_cov_17.57383	NODE_47_length_3207_cov_19.182792_cutoff_0_type_circular	plasmid	undetected_genomad	4	0.9870806844230025	0.983	False	True	6	NODE_47_length_3207_cov_19.182792_cutoff_0_type_circular	3207	0.63	5
RNODE_497_length_1925_cov_6.51336	NODE_76_length_2008_cov_8.704944_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	3	0.7871037538323191	0.0465	False	False	6	NODE_76_length_2008_cov_8.704944_cutoff_0_type_circular	2008	0.34	3
RNODE_498_length_2044_cov_7.98216	NODE_72_length_2083_cov_4.406953_cutoff_0_type_circular	plasmid	undetected_genomad	1	0.8843862295583608	0.9219	False	False	6	NODE_72_length_2083_cov_4.406953_cutoff_0_type_circular	2083	0.36	2
RNODE_50_length_1796_cov_6.24352	NODE_87_length_1901_cov_78.604284_cutoff_0_type_circular	plasmid	detected	2	0.4976472539611682	0.9987	True	False	6	NODE_87_length_1901_cov_78.604284_cutoff_0_type_circular	1901	0.36	1
RNODE_524_length_1679_cov_2.99128	NODE_95_length_1762_cov_3.687462_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	2		0.9508	False	False	6	NODE_95_length_1762_cov_3.687462_cutoff_0_type_circular	1762	0.56	3
RNODE_54_length_5865_cov_60.48297	NODE_16_length_5970_cov_5.247476_cutoff_0_type_circular	plasmid	detected	7	0.9017936723170604	0.9991	True	True	6	NODE_16_length_5970_cov_5.247476_cutoff_0_type_circular	5970	0.46	8
RNODE_559_length_3361_cov_13.97064	NODE_45_length_3444_cov_6.949653_cutoff_0_type_circular	plasmid	detected	6	0.835748703313046	0.9991	True	False	6	NODE_45_length_3444_cov_6.949653_cutoff_0_type_circular	3444	0.58	6
RNODE_562_length_2033_cov_5.34232	NODE_70_length_2116_cov_30.217697_cutoff_0_type_circular	plasmid	undetected_genomad	2	0.9349095915123088	0.9525	False	True	6	NODE_70_length_2116_cov_30.217697_cutoff_0_type_circular	2116	0.55	2
RNODE_563_length_5038_cov_7.26694	NODE_22_length_5121_cov_7.000200_cutoff_0_type_circular	plasmid	detected	8	0.9542160192706712	0.9991	True	True	6	NODE_22_length_5121_cov_7.000200_cutoff_0_type_circular	5121	0.59	8
RNODE_565_length_1563_cov_11.71995	NODE_102_length_1646_cov_28.305464_cutoff_0_type_circular	plasmid	undetected_genomad	3	0.8214001995581407	0.9453	False	False	6	NODE_102_length_1646_cov_28.305464_cutoff_0_type_circular	1646	0.63	3
RNODE_56_length_2028_cov_4.74177	NODE_67_length_2133_cov_6.669492_cutoff_0_type_circular	plasmid	undetected_genomad	3	0.9041726042425564	0.9923	False	True	6	NODE_67_length_2133_cov_6.669492_cutoff_0_type_circular	2133	0.46	3
RNODE_584_length_2761_cov_46.10439	NODE_50_length_2844_cov_5.417004_cutoff_0_type_circular	plasmid	detected	4	0.560614795106469	0.999	True	False	6	NODE_50_length_2844_cov_5.417004_cutoff_0_type_circular	2844	0.56	4
RNODE_5_length_4125_cov_14.53571	NODE_31_length_4230_cov_2.652449_cutoff_0_type_circular	plasmid	detected	5	0.9417041588187922	0.999	True	True	6	NODE_31_length_4230_cov_2.652449_cutoff_0_type_circular	4230	0.37	5
RNODE_62_length_3589_cov_56.75862	NODE_38_length_3694_cov_2.537146_cutoff_0_type_circular	plasmid	detected	5	0.8551084550339787	0.9989	True	False	6	NODE_38_length_3694_cov_2.537146_cutoff_0_type_circular	3694	0.59	5
RNODE_65_length_5443_cov_3.51540	NODE_20_length_5548_cov_10.200701_cutoff_0_type_circular	plasmid	detected	7	0.9041014044435672	0.999	True	True	6	NODE_20_length_5548_cov_10.200701_cutoff_0_type_circular	5548	0.56	6
RNODE_73_length_2194_cov_7.49125	NODE_61_length_2299_cov_5.680939_cutoff_0_type_circular	plasmid	undetected_genomad	2	0.9600892253356365	0.9988	False	True	6	NODE_61_length_2299_cov_5.680939_cutoff_0_type_circular	2299	0.34	2
RNODE_74_length_1811_cov_7.67971	NODE_85_length_1916_cov_83.618781_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	3	0.6869120984505906	0.9981	False	False	6	NODE_85_length_1916_cov_83.618781_cutoff_0_type_circular	1916	0.58	3
RNODE_93_length_1501_cov_3.34415	NODE_109_length_1606_cov_11.191346_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	3	0.4976472539611682	0.9468	False	False	6	NODE_109_length_1606_cov_11.191346_cutoff_0_type_circular	1606	0.56	3
RNODE_98_length_2627_cov_21.08829	NODE_53_length_2732_cov_16.099424_cutoff_0_type_circular	plasmid	detected	4	0.981640984852988	0.9989	True	True	6	NODE_53_length_2732_cov_16.099424_cutoff_0_type_circular	2732	0.6	4
RNODE_107_length_1496_cov_161.33989	NODE_118_length_1601_cov_24.737449_cutoff_0_type_circular	plasmid	detected	1	0.5723082709367731	0.944	True	False	7	NODE_118_length_1601_cov_24.737449_cutoff_0_type_circular	1601	0.64	2
RNODE_109_length_1521_cov_3.43229	NODE_112_length_1626_cov_20.927285_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	2	0.4976472539611682	0.5047	False	False	7	NODE_112_length_1626_cov_20.927285_cutoff_0_type_circular	1626	0.58	3
RNODE_110_length_1672_cov_10.73939	NODE_96_length_1777_cov_13.787879_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	2		0.9809	False	False	7	NODE_96_length_1777_cov_13.787879_cutoff_0_type_circular	1777	0.53	2
RNODE_125_length_3363_cov_4.82640	NODE_45_length_3468_cov_164.874588_cutoff_0_type_circular	plasmid	detected	4	0.9895789190605686	0.999	True	True	7	NODE_45_length_3468_cov_164.874588_cutoff_0_type_circular	3468	0.36	3
RNODE_133_length_1956_cov_5.95398	NODE_80_length_2061_cov_14.811272_cutoff_0_type_circular	plasmid	detected	3	0.981838268585536	0.9988	True	True	7	NODE_80_length_2061_cov_14.811272_cutoff_0_type_circular	2061	0.52	2
RNODE_146_length_5606_cov_4.42067	NODE_19_length_5711_cov_246.200215_cutoff_0_type_circular	plasmid	detected	11	0.9743132470605992	0.9991	True	True	7	NODE_19_length_5711_cov_246.200215_cutoff_0_type_circular	5711	0.58	11
RNODE_149_length_1949_cov_4.19357	NODE_81_length_2054_cov_11.734302_cutoff_0_type_circular	plasmid	detected	1	0.994944416177024	0.9991	True	True	7	NODE_81_length_2054_cov_11.734302_cutoff_0_type_circular	2054	0.51	2
RNODE_156_length_3948_cov_63.43887	NODE_35_length_4053_cov_8.581508_cutoff_0_type_circular	plasmid	detected	4	0.9930100417164884	0.9991	True	True	7	NODE_35_length_4053_cov_8.581508_cutoff_0_type_circular	4053	0.61	4
RNODE_171_length_3474_cov_9.39716	NODE_42_length_3579_cov_18.913673_cutoff_0_type_circular	plasmid	detected	5	0.5434047076219696	0.9991	True	False	7	NODE_42_length_3579_cov_18.913673_cutoff_0_type_circular	3579	0.46	5
RNODE_193_length_1789_cov_7.19864	NODE_92_length_1894_cov_18.015846_cutoff_0_type_circular	plasmid	detected	3	0.951525367047662	0.9991	True	True	7	NODE_92_length_1894_cov_18.015846_cutoff_0_type_circular	1894	0.49	2
RNODE_200_length_4574_cov_2.94178	NODE_29_length_4679_cov_14.449692_cutoff_0_type_circular	plasmid	detected	7	0.2733387568564333	0.9991	True	False	7	NODE_29_length_4679_cov_14.449692_cutoff_0_type_circular	4679	0.41	7
RNODE_220_length_2011_cov_9.40825	NODE_76_length_2116_cov_10.964806_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	3	0.6637992907044199	0.7345	False	False	7	NODE_76_length_2116_cov_10.964806_cutoff_0_type_circular	2116	0.39	3
RNODE_225_length_25884_cov_6.69550	NODE_2_length_25989_cov_5.432990_cutoff_0_type_circular	plasmid	detected	38	0.9999996750617568	0.9991	True	True	7	NODE_2_length_25989_cov_5.432990_cutoff_0_type_circular	25989	0.62	38
RNODE_227_length_4381_cov_5.48337	NODE_30_length_4486_cov_74.999771_cutoff_0_type_circular	plasmid	detected	5	0.9990477569499742	0.9991	True	True	7	NODE_30_length_4486_cov_74.999771_cutoff_0_type_circular	4486	0.36	5
RNODE_228_length_3093_cov_6.42006	NODE_52_length_3198_cov_66.594920_cutoff_0_type_circular	plasmid	detected	6	0.8191234565507354	0.9961	True	False	7	NODE_52_length_3198_cov_66.594920_cutoff_0_type_circular	3198	0.39	6
RNODE_234_length_1595_cov_9.13223	NODE_100_length_1700_cov_305.400509_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	3	0.6592294224656505	0.9635	False	False	7	NODE_100_length_1700_cov_305.400509_cutoff_0_type_circular	1700	0.58	3
RNODE_243_length_1453_cov_2.63382	NODE_123_length_1558_cov_4.173305_cutoff_0_type_circular	plasmid	detected	1	0.8417324740716978	0.9991	True	False	7	NODE_123_length_1558_cov_4.173305_cutoff_0_type_circular	1558	0.34	2
RNODE_251_length_2763_cov_28.99562	NODE_55_length_2868_cov_2.742430_cutoff_0_type_circular	plasmid	undetected_genomad	3	0.9345662956548728	0.976	False	True	7	NODE_55_length_2868_cov_2.742430_cutoff_0_type_circular	2868	0.4	4
RNODE_254_length_2341_cov_33.31005	NODE_64_length_2446_cov_95.295386_cutoff_0_type_circular	plasmid	detected	4	0.3773736234096939	0.9986	True	False	7	NODE_64_length_2446_cov_95.295386_cutoff_0_type_circular	2446	0.34	5
RNODE_277_length_1592_cov_15.82548	NODE_101_length_1697_cov_8.168790_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	2	0.4976472539611682	0.9962	False	False	7	NODE_101_length_1697_cov_8.168790_cutoff_0_type_circular	1697	0.59	3
RNODE_279_length_3658_cov_27.56711	NODE_39_length_3763_cov_24.908691_cutoff_0_type_circular	plasmid	detected	5	0.9929261363592492	0.9991	True	True	7	NODE_39_length_3763_cov_24.908691_cutoff_0_type_circular	3763	0.47	5
RNODE_309_length_1659_cov_3.16188	NODE_98_length_1764_cov_9.198534_cutoff_0_type_circular	plasmid	detected	2	0.9680507460224076	0.9989	True	True	7	NODE_98_length_1764_cov_9.198534_cutoff_0_type_circular	1764	0.41	3
RNODE_311_length_2760_cov_6.45983	NODE_56_length_2865_cov_4.282323_cutoff_0_type_circular	plasmid	undetected_genomad	5	0.9488026707050884	0.3132	False	True	7	NODE_56_length_2865_cov_4.282323_cutoff_0_type_circular	2865	0.38	4
RNODE_31_length_1357_cov_12.09363	NODE_126_length_1462_cov_5.997004_cutoff_0_type_circular	plasmid	undetected_genomad	1	0.7871037538323191	0.9989	False	False	7	NODE_126_length_1462_cov_5.997004_cutoff_0_type_circular	1462	0.53	2
RNODE_320_length_4859_cov_4.38495	NODE_27_length_4964_cov_8.257598_cutoff_0_type_circular	plasmid	undetected_genomad	7	0.9979702987254724	0.9969	False	True	7	NODE_27_length_4964_cov_8.257598_cutoff_0_type_circular	4964	0.58	7
RNODE_324_length_1537_cov_10.20528	NODE_109_length_1642_cov_7.862706_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	3	0.4976472539611682	0.9623	False	False	7	NODE_109_length_1642_cov_7.862706_cutoff_0_type_circular	1642	0.59	3
RNODE_32_length_11742_cov_6.79514	NODE_5_length_11847_cov_16.738225_cutoff_0_type_circular	plasmid	detected	13	0.9999934455467424	0.9987	True	True	7	NODE_5_length_11847_cov_16.738225_cutoff_0_type_circular	11847	0.68	13
